Symbol,Ensembl Gene ID,Entrez,Type,Species,Chr,Position (Mbp),Description,percentage_gc_content,transcript_count,genomeSpan,cds_length,transcript_length,FiveUTR,ThreeUTR,nExons
 RGS7,ENSG00000182901,6000,protein_coding,Human,1,240.767636,regulator of G protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003],39.16,55,589739,1183,2549,234,443,15
 FH,ENSG00000091483,2271,protein_coding,Human,1,241.497511,fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700],36.88,8,22289,935,2425,58,562,8
 EXO1,ENSG00000174371,9156,protein_coding,Human,1,241.847967,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],39.58,12,47182,1094,1288,120,238,7
 TFB2M,ENSG00000162851,64216,protein_coding,Human,1,246.540561,"transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]",41.9,1,25701,1191,1784,123,470,8
 SCCPDH,ENSG00000143653,51097,protein_coding,Human,1,246.724409,saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275],41.65,1,43729,1290,2141,14,837,12
 ZNF695,ENSG00000197472,57116,protein_coding,Human,1,246.945547,zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954],42.51,6,62547,620,1189,144,457,5
 IAH1,ENSG00000134330,285148,protein_coding,Human,2,9.473658,isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696],45.86,15,22886,383,1079,121,500,5
 RRM2,ENSG00000171848,6241,protein_coding,Human,2,10.120698,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452],50.79,17,91028,1000,1580,144,1483,6
 RDH14,ENSG00000240857,57665,protein_coding,Human,2,18.554723,retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979],41.87,2,5957,1011,1148,81,468,2
 MATN3,ENSG00000132031,4148,protein_coding,Human,2,19.992052,matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909],42.5,3,20617,1398,1598,36,566,6
 SF3B6,ENSG00000115128,51639,protein_coding,Human,2,24.067586,splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096],43.05,2,8788,378,686,97,176,3
 DNMT3A,ENSG00000119772,1788,protein_coding,Human,2,25.227855,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978],53.43,17,114736,1305,2648,130,1446,11
 CENPA,ENSG00000115163,1058,protein_coding,Human,2,26.764289,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851],48.97,6,36779,343,1047,122,341,5
 GCKR,ENSG00000084734,2646,protein_coding,Human,2,27.496839,glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196],45.33,6,26846,1044,1021,66,161,9
 GPN1,ENSG00000198522,11321,protein_coding,Human,2,27.628247,GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030],41.23,12,23265,914,1421,59,560,11
 SUPT7L,ENSG00000119760,9913,protein_coding,Human,2,27.650809,"SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]",41.28,5,13032,1160,3245,360,1324,5
 TTC27,ENSG00000018699,55622,protein_coding,Human,2,32.628032,tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986],39.46,7,193020,674,1226,165,100,9
 NDUFAF7,ENSG00000003509,55471,protein_coding,Human,2,37.231631,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],38.97,13,21773,664,1169,63,477,7
 MTA3,ENSG00000057935,57504,protein_coding,Human,2,42.494569,metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784],43.08,19,262379,1265,1879,110,1521,9
 XPO1,ENSG00000082898,7514,protein_coding,Human,2,61.476032,exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825],41.09,55,62710,2294,3924,150,807,19
 AFTPH,ENSG00000119844,54812,protein_coding,Human,2,64.524299,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951],37.29,12,68707,2421,3233,145,401,8
 C1D,ENSG00000197223,10438,protein_coding,Human,2,68.04113,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911],38.27,7,69819,455,1250,44,1102,4
 DNAAF10,ENSG00000243667,116143,protein_coding,Human,2,68.122936,dynein axonemal assembly factor 10 [Source:HGNC Symbol;Acc:HGNC:25176],39.84,6,34614,696,1339,65,726,6
 TRIM43B,ENSG00000144010,653192,protein_coding,Human,2,95.477008,tripartite motif containing 43B [Source:HGNC Symbol;Acc:HGNC:37146],39.71,1,7747,1341,1650,76,156,7
 NCAPH,ENSG00000121152,23397,protein_coding,Human,2,96.335766,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112],45.16,7,41326,1543,2317,65,1198,13
 CNGA3,ENSG00000144191,1261,protein_coding,Human,2,98.346188,cyclic nucleotide gated channel subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:2150],47.34,4,52414,2058,2309,125,718,6
 MITD1,ENSG00000158411,129531,protein_coding,Human,2,99.161427,microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207],39.09,9,19632,504,1078,63,196,5
 CNOT11,ENSG00000158435,55571,protein_coding,Human,2,101.252886,CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217],43.2,3,17431,958,1213,79,536,4
 BUB1,ENSG00000169679,699,protein_coding,Human,2,110.637528,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148],38.21,14,40536,1609,1695,77,252,11
 CKAP2L,ENSG00000169607,150468,protein_coding,Human,2,112.736349,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877],39.56,6,28316,1402,1586,15,1393,6
 IL36RN,ENSG00000136695,26525,protein_coding,Human,2,113.058638,interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561],49.58,4,6745,390,1618,51,1466,4
 CCDC74A,ENSG00000163040,90557,protein_coding,Human,2,131.527675,coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197],61.5,8,5992,785,1040,141,266,5
 TMEM163,ENSG00000152128,81615,protein_coding,Human,2,134.455759,transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380],43.72,3,263242,870,3077,65,957,4
 MCM6,ENSG00000076003,4175,protein_coding,Human,2,135.839626,minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949],40.29,3,36818,2466,1681,78,1209,8
 ARL6IP6,ENSG00000177917,151188,protein_coding,Human,2,152.717647,ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048],37.13,23,44750,357,2201,223,817,3
 FAP,ENSG00000078098,2191,protein_coding,Human,2,162.170684,fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590],36.7,13,74468,924,1196,132,190,9
 SPC25,ENSG00000152253,57405,protein_coding,Human,2,168.834132,SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031],39.39,4,79240,510,800,73,540,6
 SSB,ENSG00000138385,6741,protein_coding,Human,2,169.791933,small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316],39.88,12,20132,755,897,256,232,5
 PDK1,ENSG00000152256,5163,protein_coding,Human,2,172.555373,pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809],39.52,9,53297,786,2508,83,3420,7
 NUP35,ENSG00000163002,129401,protein_coding,Human,2,183.117513,nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797],38.01,10,44168,502,1008,60,288,6
 GLS,ENSG00000115419,2744,protein_coding,Human,2,190.880821,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331],35.11,15,84732,818,1284,216,821,6
 CCDC150,ENSG00000144395,284992,protein_coding,Human,2,196.639554,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834],38.16,19,123937,1417,1445,195,207,8
 SGO2,ENSG00000163535,151246,protein_coding,Human,2,200.510008,shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812],37.74,6,74089,1601,1343,65,420,5
 NIF3L1,ENSG00000196290,60491,protein_coding,Human,2,200.889327,NGG1 interacting factor 3 like 1 [Source:HGNC Symbol;Acc:HGNC:13390],41.02,9,14612,797,1205,105,264,6
 CASP8,ENSG00000064012,841,protein_coding,Human,2,201.233443,caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509],42.24,25,128394,1166,1832,94,679,7
 SUMO1,ENSG00000116030,7341,protein_coding,Human,2,202.206182,small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502],41.66,10,32418,255,870,115,443,5
 NOP58,ENSG00000055044,51602,protein_coding,Human,2,202.265736,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926],41.15,10,37926,787,792,192,127,6
 ARPC2,ENSG00000163466,10109,protein_coding,Human,2,218.217141,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705],44.27,18,37216,494,899,95,263,6
 CNOT9,ENSG00000144580,9125,protein_coding,Human,2,218.56858,CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445],41.17,9,28501,588,1414,176,762,6
 STK36,ENSG00000163482,27148,protein_coding,Human,2,218.672069,serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209],46.04,16,30648,1726,1496,89,458,9
 ,ENSG00000280537,NA,protein_coding,Human,2,219.075329,"novel protein, SLC23A3-NHEJ1 readthrough",43.87,2,95499,312,3484,3,162,17
 SGPP2,ENSG00000163082,130367,protein_coding,Human,2,222.424543,sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953],41.76,1,138079,1200,4983,60,3723,5
 MFF,ENSG00000168958,56947,protein_coding,Human,2,227.325151,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858],36.79,27,32686,450,1126,121,465,5
 AGFG1,ENSG00000173744,3267,protein_coding,Human,2,227.472152,ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175],37.09,8,89066,1348,2447,174,1423,10
 SLC16A14,ENSG00000163053,151473,protein_coding,Human,2,230.034982,solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417],42.85,5,34012,928,1801,156,2398,4
 PSMD1,ENSG00000173692,5707,protein_coding,Human,2,231.056845,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]",37.89,37,116272,2084,2710,170,187,17
 PTMA,ENSG00000187514,5757,protein_coding,Human,2,231.706895,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623],61.69,12,6657,325,877,193,387,4
 PDE6D,ENSG00000156973,5147,protein_coding,Human,2,231.732433,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788],42.51,5,53840,350,888,150,366,4
 MROH2A,ENSG00000185038,339766,protein_coding,Human,2,233.775679,maestro heat like repeat family member 2A [Source:HGNC Symbol;Acc:HGNC:27936],48.73,8,57745,2107,1679,47,162,13
 HJURP,ENSG00000123485,55355,protein_coding,Human,2,233.833416,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],48.25,9,21151,1345,1557,54,602,5
 COPS8,ENSG00000198612,10920,protein_coding,Human,2,237.085882,COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335],38.3,7,14593,416,1237,78,801,6
 TRAF3IP1,ENSG00000204104,26146,protein_coding,Human,2,238.320441,TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861],44.5,5,80457,1371,2134,165,1359,9
 NDUFA10,ENSG00000130414,4705,protein_coding,Human,2,239.89245,NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684],48.49,46,133294,885,3460,70,1079,9
 ARL8B,ENSG00000134108,55207,protein_coding,Human,3,5.122249,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],40.81,7,58663,348,1194,98,732,5
 RAD18,ENSG00000070950,56852,protein_coding,Human,3,8.775402,RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278],40.44,10,188372,553,1195,91,852,6
 FANCD2,ENSG00000144554,2177,protein_coding,Human,3,10.02637,FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585],42.79,18,75563,2300,2396,58,584,18
 VHL,ENSG00000134086,7428,protein_coding,Human,3,10.141778,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687],47.17,6,11890,616,3044,66,2276,3
 TAMM41,ENSG00000144559,132001,protein_coding,Human,3,11.790442,TAM41 mitochondrial translocator assembly and maintenance homolog [Source:HGNC Symbol;Acc:HGNC:25187],42.11,12,56478,631,1268,244,119,5
 METTL6,ENSG00000206562,131965,protein_coding,Human,3,15.381275,"methyltransferase 6, methylcytidine [Source:HGNC Symbol;Acc:HGNC:28343]",42.52,10,59292,623,1330,134,670,5
 SGO1,ENSG00000129810,151648,protein_coding,Human,3,20.160593,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088],36.98,13,25614,992,1536,85,398,7
 NGLY1,ENSG00000151092,55768,protein_coding,Human,3,25.718944,N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646],37.55,21,71096,1255,1862,68,251,9
 CMC1,ENSG00000187118,152100,protein_coding,Human,3,28.241584,C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783],35.93,11,83559,232,1385,174,1931,4
 ZNF860,ENSG00000197385,344787,protein_coding,Human,3,31.98175,zinc finger protein 860 [Source:HGNC Symbol;Acc:HGNC:34513],41.67,2,9974,1899,1888,286,745,2
 CMTM8,ENSG00000170293,152189,protein_coding,Human,3,32.238679,CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179],43.06,2,131643,435,1082,294,354,4
 CMTM7,ENSG00000153551,112616,protein_coding,Human,3,32.391698,CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178],45.15,6,91370,408,1273,94,539,4
 XYLB,ENSG00000093217,9942,protein_coding,Human,3,38.34676,xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839],44.83,7,74589,919,2024,76,850,12
 KIF15,ENSG00000163808,56992,protein_coding,Human,3,44.761721,kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273],41.47,7,111656,1766,2834,89,229,21
 ZDHHC3,ENSG00000163812,51304,protein_coding,Human,3,44.915257,zinc finger DHHC-type palmitoyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18470],47.26,11,60929,602,2347,127,2713,5
 EXOSC7,ENSG00000075914,23016,protein_coding,Human,3,44.975241,exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112],46.87,11,60826,876,915,34,132,5
 SLC6A20,ENSG00000163817,54716,protein_coding,Human,3,45.755449,solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927],47.96,8,41126,1753,2616,108,2697,7
 NBEAL2,ENSG00000160796,23218,protein_coding,Human,3,46.979666,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928],59.9,17,30039,4488,2389,127,267,13
 TRAIP,ENSG00000183763,10293,protein_coding,Human,3,49.828601,TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764],49.84,11,27974,766,884,92,257,7
 POC1A,ENSG00000164087,25886,protein_coding,Human,3,52.075226,POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488],51.67,3,79465,1138,1898,147,565,11
 UBA3,ENSG00000144744,9039,protein_coding,Human,3,69.05473,ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470],37.06,13,25679,730,1010,29,462,8
 CPOX,ENSG00000080819,1371,protein_coding,Human,3,98.579446,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321],40.35,4,14203,946,1273,126,644,4
 COL8A1,ENSG00000144810,1295,protein_coding,Human,3,99.638475,collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215],38.48,9,160752,1531,2298,84,2256,4
 TRMT10C,ENSG00000174173,54931,protein_coding,Human,3,101.561868,"tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]",41.21,2,4579,1074,1415,57,453,2
 PCNP,ENSG00000081154,57092,protein_coding,Human,3,101.57418,PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023],39.69,8,20286,225,1188,33,1011,4
 IFT57,ENSG00000114446,55081,protein_coding,Human,3,108.160812,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],35.23,6,61624,670,1008,89,880,5
 CIP2A,ENSG00000163507,57650,protein_coding,Human,3,108.549864,cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302],34.15,7,39781,1124,2005,79,666,12
 DZIP3,ENSG00000198919,9666,protein_coding,Human,3,108.589705,DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938],35.7,6,105136,1787,3012,92,475,21
 NAA50,ENSG00000121579,80218,protein_coding,Human,3,113.716458,"N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]",37.41,10,29843,295,1428,232,1212,4
 TIMMDC1,ENSG00000113845,51300,protein_coding,Human,3,119.498547,translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321],38.47,9,26544,387,914,169,299,4
 POLQ,ENSG00000051341,10721,protein_coding,Human,3,121.431431,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186],39.03,4,114558,3988,2678,111,486,11
 MIX23,ENSG00000160124,131076,protein_coding,Human,3,122.359591,mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136],39.16,7,23641,354,594,28,159,4
 KPNA1,ENSG00000114030,3836,protein_coding,Human,3,122.421902,karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394],38.26,10,93044,768,2057,58,1775,10
 CCDC14,ENSG00000175455,64770,protein_coding,Human,3,123.897305,coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766],36.3,22,64104,1401,2098,485,705,7
 UMPS,ENSG00000114491,7372,protein_coding,Human,3,124.730433,uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563],42.69,11,18841,482,1928,24,1107,5
 MCM2,ENSG00000073111,4171,protein_coding,Human,3,127.59841,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944],50.56,9,24027,1106,1688,126,341,8
 RUVBL1,ENSG00000175792,8607,protein_coding,Human,3,128.064778,RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474],45.86,8,89137,837,1493,232,308,5
 GATA2,ENSG00000179348,2624,protein_coding,Human,3,128.479427,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171],60.46,13,13775,726,1532,163,1372,4
 RAB7A,ENSG00000075785,7879,protein_coding,Human,3,128.693669,"RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]",45.18,18,132274,503,1746,95,936,5
 ACAD9,ENSG00000177646,28976,protein_coding,Human,3,128.879596,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497],48.09,30,44408,886,2439,92,262,14
 HMCES,ENSG00000183624,56941,protein_coding,Human,3,129.278828,"5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]",44.53,8,27359,832,1332,70,720,6
 H1-10,ENSG00000184897,8971,protein_coding,Human,3,129.314771,H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722],68.6,1,1516,642,1516,384,490,1
 MBD4,ENSG00000129071,8930,protein_coding,Human,3,129.430947,"methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]",39.91,10,9233,1293,1364,184,389,5
 TMCC1,ENSG00000172765,23023,protein_coding,Human,3,129.647792,transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116],39.4,17,245920,1039,2306,146,3671,4
 NEK11,ENSG00000114670,79858,protein_coding,Human,3,131.02685,NIMA related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593],38.71,17,323616,1311,1597,113,342,10
 MRPL3,ENSG00000114686,11222,protein_coding,Human,3,131.462212,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379],35.94,10,40772,724,905,136,322,6
 UBA5,ENSG00000081307,79876,protein_coding,Human,3,132.654446,ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230],36.81,15,25349,796,1830,234,1427,7
 CDV3,ENSG00000091527,55573,protein_coding,Human,3,133.573686,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928],42.48,10,16576,424,1531,156,1090,5
 TOPBP1,ENSG00000163781,11073,protein_coding,Human,3,133.598175,DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008],37.94,10,64206,3092,1732,200,691,8
 CEP70,ENSG00000114107,80321,protein_coding,Human,3,138.494344,centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972],39.55,13,100195,1024,1272,89,252,10
 HPS3,ENSG00000163755,84343,protein_coding,Human,3,149.129638,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597],38.65,7,44095,2112,2122,86,646,8
 SELENOT,ENSG00000198843,51714,protein_coding,Human,3,150.602875,selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136],37.86,6,27562,394,1274,102,356,6
 ARHGEF26,ENSG00000114790,26084,protein_coding,Human,3,154.121003,Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490],38.97,5,136825,2237,3929,94,1553,11
 DHX36,ENSG00000174953,170506,protein_coding,Human,3,154.272546,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410],35.49,13,51942,2044,1767,75,1404,10
 PLCH1,ENSG00000114805,23007,protein_coding,Human,3,155.37558,phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185],39.53,6,369492,4232,4864,183,991,20
 GMPS,ENSG00000163655,8833,protein_coding,Human,3,155.87065,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378],38.82,3,73371,1934,3742,221,3173,12
 SMC4,ENSG00000113810,10051,protein_coding,Human,3,160.399274,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],36.23,27,35681,1537,1509,188,545,8
 PDCD10,ENSG00000114209,11235,protein_coding,Human,3,167.683298,programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761],35.73,18,51642,500,860,96,231,7
 ECT2,ENSG00000114346,1894,protein_coding,Human,3,172.750682,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],34.96,16,70793,1317,1784,106,955,11
 NLGN1,ENSG00000169760,22871,protein_coding,Human,3,173.396284,neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291],35.45,11,898089,1441,3227,291,6743,4
 ZNF639,ENSG00000121864,51193,protein_coding,Human,3,179.323031,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950],41.23,10,15553,1018,2000,89,2837,5
 MFN1,ENSG00000171109,55669,protein_coding,Human,3,179.347709,mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262],38.55,9,47228,1314,1776,62,1007,9
 ACTL6A,ENSG00000136518,86,protein_coding,Human,3,179.562886,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124],39.25,14,25522,851,874,112,317,6
 MRPL47,ENSG00000136522,57129,protein_coding,Human,3,179.588285,mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652],38.56,3,16365,623,1051,33,348,7
 NDUFB5,ENSG00000136521,4711,protein_coding,Human,3,179.60469,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700],39.72,16,22958,372,1143,17,1010,4
 TTC14,ENSG00000163728,151613,protein_coding,Human,3,180.602163,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697],35.08,11,15666,1056,2190,69,1190,7
 FXR1,ENSG00000114416,8087,protein_coding,Human,3,180.868141,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023],38.94,24,114613,1005,1758,87,1457,9
 DNAJC19,ENSG00000205981,131118,protein_coding,Human,3,180.983697,DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528],39.14,12,6078,219,1396,102,539,5
 MCCC1,ENSG00000078070,56922,protein_coding,Human,3,183.015218,methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936],41.62,14,100858,873,1437,126,130,11
 LAMP3,ENSG00000078081,27074,protein_coding,Human,3,183.122215,lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582],44.17,5,41625,850,1356,105,1011,4
 YEATS2,ENSG00000163872,55689,protein_coding,Human,3,183.697797,YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489],42.59,6,114828,2464,2470,108,1204,8
 ABCC5,ENSG00000114770,10057,protein_coding,Human,3,183.919934,ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56],44.68,13,98006,1231,2489,61,990,11
 EIF2B5,ENSG00000145191,8893,protein_coding,Human,3,184.135038,eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261],48.66,31,11090,932,2334,16,176,12
 ABCF3,ENSG00000161204,55324,protein_coding,Human,3,184.186095,ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72],51.76,18,7918,1518,1143,52,234,8
 PSMD2,ENSG00000175166,5708,protein_coding,Human,3,184.299198,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]",48.39,20,9853,1312,980,57,142,7
 MAGEF1,ENSG00000177383,64110,protein_coding,Human,3,184.710364,MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639],53.85,1,1701,924,1701,243,534,1
 VPS8,ENSG00000156931,23355,protein_coding,Human,3,184.812143,VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122],38.45,28,240472,1350,1329,94,493,12
 TRA2B,ENSG00000136527,6434,protein_coding,Human,3,185.914558,transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781],38.67,15,23546,451,1744,176,1065,6
 RFC4,ENSG00000163918,5984,protein_coding,Human,3,186.78988,replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972],40.5,13,17179,584,846,90,97,6
 LRRC15,ENSG00000172061,131578,protein_coding,Human,3,194.355249,leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818],52.69,2,14495,1755,4564,50,2710,2
 LSG1,ENSG00000041802,55341,protein_coding,Human,3,194.640791,large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652],41.68,8,31673,1123,988,29,675,5
 TFRC,ENSG00000072274,7037,protein_coding,Human,3,196.012511,transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763],42.38,38,69643,1607,3942,75,1784,14
 WDR53,ENSG00000185798,348793,protein_coding,Human,3,196.554177,WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786],43.07,5,14498,643,952,114,25,3
